customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;Contract;MonthlyCharges;churn;Tenure;DeviceProtection;InternetService;MultipleLines;OnlineBackup;OnlineSecurity;PhoneService;StreamingMovies;StreamingTV;TechSupport;MeanMonthlyCharge;MeanMonthlyUsage
0236-HFWSV;Male;0;No;No;Yes;Electronic check;Month-to-month;93.35;1;15.047536910408837;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;98.96333333333334;5592.045000000001
0237-YFUTL;Female;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;109.65;0;50.005133575638105;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;114.90999999999998;117.35639999999995
0238-WHBIQ;Male;0;Yes;Yes;No;Credit card (automatic);Two year;89.7;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;94.03098591549288;608.9961126760562
0239-OXEXL;Female;0;No;No;No;Mailed check;Month-to-month;84.25;0;46.029692601490794;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;87.37391304347827;1582.1142173913045
0244-LGNFY;Female;0;Yes;Yes;No;Bank transfer (automatic);Two year;92.65;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;97.7697183098591;1376.8647605633796
0247-SLUJI;Male;0;Yes;Yes;No;Mailed check;Month-to-month;19.7;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.7;1560.7420000000004
0248-IPDFW;Female;0;No;No;Yes;Electronic check;Month-to-month;50.1;0;1.0185014065997249;No;DSL;Yes;No;No;Yes;No;No;No;59.8;9131.627
0248-PGHBZ;Female;1;No;No;Yes;Bank transfer (automatic);Two year;92.45;0;67.02396353107866;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Yes;98.20223880597007;34.30637313432836
0253-ZTEOB;Female;0;Yes;Yes;No;Electronic check;Two year;79.65;0;48.000985646522516;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;84.08333333333336;2874.452041666666
0254-FNMCI;Female;0;No;No;Yes;Electronic check;Two year;109.9;0;71.98505102774185;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;114.67887323943653;3093.9144647887333
0254-KCJGT;Male;0;Yes;No;Yes;Credit card (automatic);One year;81.4;0;52.009281504753694;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes;84.4173076923077;907.6253846153849
0254-WWRKD;Female;0;Yes;Yes;No;Credit card (automatic);One year;50.55;0;67.02396353107866;No;DSL;No;Yes;No;Yes;No;No;No;52.97388059701496;2182.8633283582094
0256-LTHVJ;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;81.05;1;27.95950635536664;No;Fiber optic;No;No;No;Yes;Yes;No;No;85.2611111111111;1371.5485925925925
0257-KXZGU;Female;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;62.45;0;32.03351198176554;Yes;DSL;Yes;Yes;No;Yes;No;No;No;64.86875000000003;561.575
0257-ZESQC;Female;1;Yes;No;Yes;Bank transfer (automatic);Month-to-month;75.2;1;26.941004948766913;No;Fiber optic;No;No;Yes;Yes;No;No;No;78.30769230769232;2585.3513076923077
0258-NOKBL;Male;0;No;No;No;Electronic check;Month-to-month;90.4;0;3.0226493357153124;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;No;97.90000000000002;1060.6603333333333
0259-GBZSH;Male;0;No;No;Yes;Electronic check;Month-to-month;85.65;1;2.0370028131994498;No;Fiber optic;Yes;No;No;Yes;No;Yes;No;85.65;2375.542
0260-ZDLGK;Female;0;No;Yes;Yes;Mailed check;Month-to-month;72.9;1;9.035093123062076;Yes;DSL;No;No;No;Yes;Yes;Yes;Yes;76.61111111111111;4344.298333333333
0263-FJTQO;Male;0;Yes;Yes;Yes;Credit card (automatic);Two year;70.5;0;50.005133575638105;No;DSL;Yes;No;Yes;Yes;No;Yes;Yes;75.02199999999999;3857.5683999999997
0264-CNITK;Female;0;Yes;Yes;No;Bank transfer (automatic);Two year;20.1;0;70.96654962114212;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.94714285714285;669.524
0265-EDXBD;Male;1;Yes;No;Yes;Electronic check;Month-to-month;74.9;1;32.0663668658494;No;Fiber optic;Yes;No;No;Yes;No;No;No;78.03750000000002;3369.792
0265-PSUAE;Female;0;Yes;Yes;No;Bank transfer (automatic);Month-to-month;100.7;0;16.000328548840837;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;105.16875000000002;164.72475
0266-CLZKZ;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;105.65;0;67.02396353107866;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;110.8902985074626;1277.6937611940302
0266-GMEAO;Male;0;Yes;Yes;Yes;Credit card (automatic);Two year;114.3;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;118.09859154929585;1363.355309859155
0268-QKIWO;Female;0;No;No;No;Electronic check;Month-to-month;19.75;1;3.0226493357153124;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.75;2840.726
0269-XFESX;Male;0;Yes;Yes;No;Mailed check;One year;24.35;0;22.965563974619602;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.809090909090916;4285.788454545454
0270-THENM;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;69.85;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Yes;71.94436619718314;2372.961605633803
0274-JKUJR;Male;0;Yes;Yes;No;Mailed check;Month-to-month;58.85;0;7.030945193946487;Yes;DSL;No phone service;Yes;Yes;No;Yes;Yes;No;61.7357142857143;94.33871428571429
0277-BKSQP;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;54.4;0;8.049446600546213;No;DSL;No;No;No;Yes;No;Yes;No;55.64999999999999;1083.367
0277-ORXQS;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;50.55;0;66.0383170085628;No;DSL;No phone service;No;No;No;Yes;Yes;Yes;52.42424242424248;446.64060606060593
0278-YXOOG;Male;0;No;No;No;Mailed check;Month-to-month;21.05;1;5.0267972648309;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.869999999999997;4371.494
0280-XJGEX;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;103.7;1;48.98663216903838;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;108.86458333333327;4964.9350416666675
0281-CNTZX;Male;0;Yes;No;Yes;Bank transfer (automatic);Two year;19.95;0;63.01566767284749;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.67857142857145;350.0205873015873
0282-NVSJS;Female;1;Yes;Yes;Yes;Mailed check;Month-to-month;29.3;0;11.992032690609664;No;DSL;No phone service;No;No;No;No;No;Yes;30.900000000000002;555.6026363636364
0285-INHLN;Male;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;54.75;0;27.00671471693464;No;DSL;No;Yes;Yes;Yes;No;No;No;57.33518518518518;274.4634814814815
0289-IVARM;Female;0;No;No;No;Electronic check;Month-to-month;60.55;0;34.95759666522927;Yes;DSL;No;Yes;Yes;Yes;No;No;No;64.08235294117647;1924.291470588235
0292-WEGCH;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;86.2;0;54.04628431795314;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;90.19259259259253;462.9592592592592
0295-PPHDO;Male;0;No;No;Yes;Electronic check;Month-to-month;95.45;1;1.0185014065997249;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;100.25;2432.098
0295-QVKPB;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;63.95;0;5.0267972648309;Yes;DSL;No;No;No;Yes;No;Yes;Yes;64.93;417.605
0297-RBCSG;Male;0;No;No;Yes;Bank transfer (automatic);One year;65.35;0;19.022977884556152;No;DSL;No;Yes;No;Yes;Yes;No;Yes;68.39210526315787;163.93015789473682
0298-XACET;Male;0;Yes;Yes;No;Mailed check;Two year;50.2;0;52.009281504753694;Yes;DSL;No phone service;Yes;No;No;No;Yes;Yes;51.430769230769215;1173.891653846154
0301-FIDRB;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;63.8;0;71.98505102774185;Yes;DSL;No phone service;Yes;Yes;No;Yes;Yes;Yes;68.2760563380282;244.6444788732395
0301-KOBTQ;Male;0;No;No;Yes;Bank transfer (automatic);Two year;20.05;0;32.03351198176554;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.984374999999993;1513.0545624999997
0302-JOIVN;Female;0;Yes;No;No;Electronic check;Month-to-month;101.15;1;7.983736832378488;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;104.13571428571427;309.419
0303-UNCIP;Male;0;No;No;No;Mailed check;One year;65.0;0;41.00289533665989;Yes;DSL;Yes;No;No;Yes;Yes;No;No;67.45121951219511;2613.684073170732
0303-WMMRN;Male;0;No;No;Yes;Mailed check;Month-to-month;19.25;0;5.0267972648309;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.45;4939.896
0305-SQECB;Female;0;No;Yes;Yes;Mailed check;One year;36.05;0;10.973531284009939;No;DSL;No phone service;No;Yes;No;No;No;Yes;37.86;1144.0230000000001
0306-JAELE;Male;0;No;No;Yes;Electronic check;Month-to-month;96.1;1;5.0267972648309;No;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;99.33999999999999;4235.622
0307-BCOPK;Female;0;No;No;No;Mailed check;One year;19.05;0;16.000328548840837;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.162500000000005;284.0965
0308-GIQJT;Male;1;No;No;No;Bank transfer (automatic);One year;105.75;0;70.96654962114212;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;111.18142857142858;1122.974
0308-IVGOK;Female;0;No;No;Yes;Credit card (automatic);One year;40.4;0;10.973531284009939;Yes;DSL;No phone service;Yes;No;No;No;No;Yes;42.61999999999999;2865.642
0310-MVLET;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;99.15;1;61.0115197437319;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;103.88934426229504;5200.239983606558
0310-SUCIN;Female;0;Yes;No;Yes;Bank transfer (automatic);One year;84.8;0;70.96654962114212;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Yes;88.51000000000008;3775.833857142858
0310-VQXAM;Male;0;No;No;No;Mailed check;Month-to-month;19.85;0;9.035093123062076;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.438888888888886;106.52655555555555
0311-QYWSS;Female;0;No;No;Yes;Electronic check;Month-to-month;49.45;0;6.045298671430625;No;DSL;No;No;Yes;Yes;No;No;No;50.96666666666667;119.286
0311-UNPFF;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;88.8;1;26.021068194418778;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;93.22307692307692;7222.86476923077
0314-TKOSI;Female;0;No;No;No;Mailed check;Month-to-month;55.15;0;6.045298671430625;No;DSL;No;Yes;Yes;Yes;No;No;No;55.15;356.8736666666666
0315-LVCRK;Male;0;No;No;No;Electronic check;Month-to-month;84.8;0;10.973531284009939;Yes;Fiber optic;No;No;No;Yes;Yes;No;No;87.37999999999998;116.25
0318-QUUOB;Male;0;Yes;No;Yes;Electronic check;Month-to-month;80.55;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;Yes;No;89.64999999999998;1986.145
0318-ZOPWS;Female;0;Yes;No;Yes;Bank transfer (automatic);Two year;20.15;0;49.01948705312224;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.10510204081632;4216.144653061225
0319-QZTCO;Female;0;Yes;Yes;Yes;Credit card (automatic);Month-to-month;58.7;0;3.0226493357153124;No;DSL;No;Yes;No;Yes;No;Yes;No;63.53333333333334;1970.2913333333333
0320-DWVTU;Female;0;No;No;No;Mailed check;Two year;99.5;0;53.02778291135341;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Yes;103.02641509433961;2454.7966226415097
0320-JDNQG;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;99.85;1;22.998418858703463;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;105.1681818181818;7866.3769999999995
0322-CHQRU;Male;0;No;No;No;Electronic check;Month-to-month;45.35;1;1.9712930450317254;No;DSL;No;No;No;Yes;No;No;No;45.35;3353.4309999999996
0322-YINQP;Male;0;No;No;Yes;Mailed check;Month-to-month;48.55;1;1.0185014065997249;No;DSL;No;No;Yes;Yes;No;No;No;56.55;1052.4209999999996
0323-XWWTN;Male;0;No;Yes;Yes;Mailed check;Two year;26.4;0;3.0226493357153124;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.866666666666664;1200.9556666666665
0324-BRPCJ;Female;1;Yes;No;Yes;Electronic check;Month-to-month;100.2;1;67.97675516951067;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;104.56567164179098;2955.536731343283
0325-XBFAC;Male;0;No;No;Yes;Electronic check;Month-to-month;94.7;1;8.01659171646235;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;No;97.05000000000001;5859.94675
0326-VDYXE;Female;0;Yes;No;Yes;Electronic check;One year;97.65;0;70.04661286679398;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;101.31857142857136;44.82042857142857
0327-WFZSY;Male;0;Yes;Yes;No;Electronic check;One year;100.0;0;38.9987474075443;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;104.06315789473683;1331.3972631578945
0328-GRPMV;Female;0;No;No;Yes;Electronic check;Month-to-month;70.1;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;70.1;4349.0999999999985
0329-GTIAJ;Female;0;No;No;Yes;Electronic check;Month-to-month;97.9;1;3.0226493357153124;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;102.06666666666668;6126.517333333333
0330-BGYZE;Male;0;Yes;No;No;Bank transfer (automatic);One year;102.5;0;59.99301833713218;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;104.30677966101696;249.48871186440675
0330-IVZHA;Female;0;Yes;No;No;Electronic check;Month-to-month;69.95;1;4.993942380747038;No;Fiber optic;No;No;No;Yes;No;No;No;71.77499999999999;1188.1905000000002
0334-GDDSO;Male;1;No;No;Yes;Electronic check;Month-to-month;81.35;1;2.9897944516314503;No;Fiber optic;Yes;Yes;No;Yes;No;No;No;83.05;351.62300000000005
0334-ZFJSR;Female;0;Yes;No;Yes;Credit card (automatic);One year;66.05;0;55.031930840469;No;DSL;Yes;Yes;Yes;Yes;No;No;Yes;67.65363636363641;447.42836363636354
0336-KXKFK;Male;0;No;No;Yes;Credit card (automatic);Two year;61.2;0;71.98505102774185;Yes;DSL;No phone service;No;Yes;No;Yes;Yes;Yes;62.34929577464783;119.13954929577467
0336-PIKEI;Male;1;Yes;No;No;Bank transfer (automatic);Two year;74.4;0;71.98505102774185;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Yes;77.17887323943661;7368.530239436618
0337-CNPZE;Female;0;No;No;Yes;Electronic check;Month-to-month;106.3;1;41.00289533665989;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;110.92195121951222;5868.535463414636
0343-QLUZP;Male;0;No;No;No;Bank transfer (automatic);Two year;39.6;0;59.99301833713218;Yes;DSL;No phone service;Yes;Yes;No;No;No;No;41.06440677966099;91.86135593220338
0345-HKJVM;Female;0;No;No;No;Electronic check;Month-to-month;89.3;1;5.979588903262901;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;92.88000000000001;6563.7339999999995
0345-XMMUG;Female;0;Yes;No;Yes;Credit card (automatic);Two year;108.9;0;46.029692601490794;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;113.30434782608694;5637.285217391304
0347-UBKUZ;Female;0;No;No;No;Mailed check;Month-to-month;19.9;0;15.014682026324977;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.186666666666664;1402.8139999999999
0348-SDKOL;Female;0;Yes;No;Yes;Credit card (automatic);Month-to-month;102.1;1;57.988870408016595;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;105.6368421052632;6471.21994736842
0354-VXMJC;Male;0;Yes;Yes;No;Credit card (automatic);Two year;19.6;0;22.965563974619602;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.045454545454554;2151.647
0354-WYROK;Female;1;Yes;Yes;Yes;Electronic check;Month-to-month;98.9;1;31.015010575165814;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;102.46774193548391;6550.130387096775
0356-ERHVT;Male;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;45.9;0;10.973531284009939;No;DSL;No;No;No;Yes;No;No;No;47.75;851.0990000000002
0356-OBMAC;Female;1;No;No;Yes;Bank transfer (automatic);Two year;99.9;0;56.05043224706873;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Yes;104.97857142857137;2159.699785714286
0357-NVCRI;Female;0;No;Yes;No;Credit card (automatic);Month-to-month;20.05;0;25.002566787819053;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.682000000000006;5288.4987999999985
0361-HJRDX;Female;0;No;No;No;Credit card (automatic);Two year;64.35;0;68.04246493767839;Yes;DSL;No phone service;Yes;Yes;No;Yes;Yes;Yes;66.71323529411765;4158.013470588236
0362-RAOQO;Female;0;No;No;No;Credit card (automatic);Two year;19.65;0;39.984393930060165;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.40641025641025;192.1232307692308
0362-ZBZWJ;Male;0;No;No;Yes;Electronic check;Month-to-month;84.9;1;36.008952955912854;No;Fiber optic;Yes;No;No;Yes;Yes;No;No;88.12500000000004;7896.616777777777
0363-QJVFX;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;108.15;1;32.0663668658494;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;110.24062500000005;14130.525312500002
0363-SVHYR;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;86.85;0;70.96654962114212;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;91.68428571428578;292.02400000000006
0365-BZUWY;Male;0;Yes;No;Yes;Electronic check;Month-to-month;102.55;0;17.018829955440562;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;108.02647058823528;3257.879176470588
0365-GXEZS;Male;0;Yes;No;No;Electronic check;Month-to-month;78.2;0;18.037331362040288;Yes;Fiber optic;No;No;No;Yes;No;No;Yes;83.54444444444445;4076.8723333333337
0365-TRTPY;Female;0;No;No;No;Bank transfer (automatic);Month-to-month;91.2;0;36.99459947842872;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;95.95277777777773;2841.5445000000013
0366-NQSHS;Male;0;No;No;No;Mailed check;Month-to-month;19.35;0;2.0041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.55;1389.63
0369-ZGOVK;Female;0;Yes;Yes;Yes;Bank transfer (automatic);One year;70.4;0;27.992361239450503;No;Fiber optic;No;No;No;Yes;No;No;No;73.70370370370374;4500.015888888889
0373-AIVNJ;Male;0;No;No;No;Mailed check;One year;39.55;0;9.035093123062076;Yes;DSL;No phone service;Yes;Yes;No;No;No;No;40.916666666666664;929.1005555555556
0374-AACSZ;Female;0;No;No;No;Electronic check;Month-to-month;50.15;0;1.0185014065997249;No;DSL;No;No;Yes;Yes;No;No;No;60.95;315.4
0374-FIUCA;Male;0;Yes;No;Yes;Credit card (automatic);Two year;20.4;0;65.01981560196307;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.04923076923078;1399.0519230769225
0374-IOEGQ;Female;0;No;No;No;Electronic check;Month-to-month;44.6;0;3.0226493357153124;No;DSL;No;No;No;Yes;No;No;No;47.63333333333333;1403.4066666666668
0375-HVGXO;Female;0;No;No;Yes;Electronic check;Month-to-month;34.7;1;1.0185014065997249;No;DSL;No phone service;No;No;No;No;Yes;No;38.40000000000001;1019.9839999999999
0376-OIWME;Male;0;Yes;No;Yes;Electronic check;Month-to-month;93.6;0;35.97609807182899;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;96.81142857142852;1096.5502857142856
0376-YMCJC;Male;0;No;No;Yes;Electronic check;Month-to-month;90.6;1;23.064128626871188;No;Fiber optic;Yes;No;No;Yes;No;Yes;Yes;94.4869565217391;5873.8635652173925
0377-JBKKT;Male;0;Yes;Yes;Yes;Mailed check;Month-to-month;57.95;0;22.045627220271463;No;DSL;No;Yes;Yes;Yes;No;No;Yes;61.30000000000002;3332.139454545453
0378-CJKPV;Female;0;Yes;No;No;Credit card (automatic);Two year;112.1;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;116.87746478873251;7652.635647887321
0378-NHQXU;Female;0;Yes;Yes;No;Electronic check;Month-to-month;88.25;1;16.9859750713567;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;No;90.86874999999999;5736.28075
0378-TOVMS;Female;0;No;No;No;Electronic check;Month-to-month;85.8;1;3.0226493357153124;No;Fiber optic;No;No;No;Yes;Yes;No;Yes;86.93333333333334;11864.065
0378-XSZPU;Male;0;Yes;No;No;Credit card (automatic);One year;60.3;1;58.021725292100456;Yes;DSL;No;Yes;Yes;Yes;No;No;No;62.603448275862114;4768.15872413793
0379-DJQHR;Male;0;Yes;Yes;No;Credit card (automatic);Two year;81.35;0;67.02396353107866;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;No;84.84701492537316;3643.204671641791
0380-NEAVX;Male;1;No;No;Yes;Electronic check;One year;99.85;0;34.037659910881125;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;104.62352941176468;3106.1613529411757
0380-ZCSBI;Male;0;No;No;No;Credit card (automatic);Month-to-month;20.0;0;10.0535945296618;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.35;2053.2180000000003
0383-CLDDA;Female;0;No;No;Yes;Credit card (automatic);Two year;85.35;0;69.02811146019425;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Yes;89.34130434782612;6608.801260869564
