customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;contractID;Contract;MonthlyCharges;StartDate;EndDate;churn
0337-CNPZE;Female;0;No;No;Yes;Electronic check;7RJB8Wce9P;Month-to-month;106.3;2016-09-01;2020-02-01;1
0343-QLUZP;Male;0;No;No;No;Bank transfer (automatic);57uHGBZbrf;Two year;39.6;2015-01-01;;0
0345-HKJVM;Female;0;No;No;No;Electronic check;CAWyw6TCoD;Month-to-month;89.3;2020-02-01;2020-08-01;1
0345-XMMUG;Female;0;Yes;No;Yes;Credit card (automatic);JHSxwuF3TL;Two year;108.9;2016-03-01;;0
0347-UBKUZ;Female;0;No;No;No;Mailed check;48MxR7zPpf;Month-to-month;19.9;2018-10-01;;0
0348-SDKOL;Female;0;Yes;No;Yes;Credit card (automatic);DSxsN3vuCC;Month-to-month;102.1;2016-02-01;2020-12-01;1
0354-VXMJC;Male;0;Yes;Yes;No;Credit card (automatic);HborCpuTNn;Two year;19.6;2018-02-01;;0
0354-WYROK;Female;1;Yes;Yes;Yes;Electronic check;GWhE5aMtQx;Month-to-month;98.9;2017-06-01;2020-01-01;1
0356-ERHVT;Male;0;Yes;No;Yes;Bank transfer (automatic);JmpH8bHvrS;Month-to-month;45.9;2019-02-01;;0
0356-OBMAC;Female;1;No;No;Yes;Bank transfer (automatic);3RBdTzFmna;Two year;99.9;2015-05-01;;0
0357-NVCRI;Female;0;No;Yes;No;Credit card (automatic);eHzUhC3xP2;Month-to-month;20.05;2017-12-01;;0
0361-HJRDX;Female;0;No;No;No;Credit card (automatic);HfymcjCJtP;Two year;64.35;2014-05-01;;0
0362-RAOQO;Female;0;No;No;No;Credit card (automatic);84ST7h8WEK;Two year;19.65;2016-09-01;;0
0362-ZBZWJ;Male;0;No;No;Yes;Electronic check;Da34mwiRSg;Month-to-month;84.9;2017-12-01;2020-12-01;1
0363-QJVFX;Male;0;No;No;Yes;Credit card (automatic);yjKk32YbKE;Month-to-month;108.15;2018-03-01;2020-11-01;1
0363-SVHYR;Male;0;Yes;Yes;No;Bank transfer (automatic);DiaY7Pk3hn;Two year;86.85;2014-02-01;;0
0365-BZUWY;Male;0;Yes;No;Yes;Electronic check;JvQgK7GGQw;Month-to-month;102.55;2018-08-01;;0
0365-GXEZS;Male;0;Yes;No;No;Electronic check;JUr367uvNk;Month-to-month;78.2;2018-07-01;;0
0365-TRTPY;Female;0;No;No;No;Bank transfer (automatic);BigsnEVayx;Month-to-month;91.2;2016-12-01;;0
0366-NQSHS;Male;0;No;No;No;Mailed check;67JcbQJx9E;Month-to-month;19.35;2019-11-01;;0
0369-ZGOVK;Female;0;Yes;Yes;Yes;Bank transfer (automatic);C4WUr7mo3S;One year;70.4;2017-09-01;;0
0373-AIVNJ;Male;0;No;No;No;Mailed check;4uqyx8uhg5;One year;39.55;2019-04-01;;0
0374-AACSZ;Female;0;No;No;No;Electronic check;JV48hxNyNX;Month-to-month;50.15;2019-12-01;;0
0374-FIUCA;Male;0;Yes;No;Yes;Credit card (automatic);8vvyviG5tG;Two year;20.4;2014-08-01;;0
0374-IOEGQ;Female;0;No;No;No;Electronic check;86GTf6bpUv;Month-to-month;44.6;2019-10-01;;0
0375-HVGXO;Female;0;No;No;Yes;Electronic check;J9h8AsGXXi;Month-to-month;34.7;2020-10-01;2020-11-01;1
0376-OIWME;Male;0;Yes;No;Yes;Electronic check;AWaeFDPub6;Month-to-month;93.6;2017-01-01;;0
0376-YMCJC;Male;0;No;No;Yes;Electronic check;8prG8LkQ2i;Month-to-month;90.6;2018-03-01;2020-02-01;1
0377-JBKKT;Male;0;Yes;Yes;Yes;Mailed check;Er8ArvoAo3;Month-to-month;57.95;2018-03-01;;0
0378-CJKPV;Female;0;Yes;No;No;Credit card (automatic);5m5YrHziLR;Two year;112.1;2014-01-01;;0
0378-NHQXU;Female;0;Yes;Yes;No;Electronic check;FEiBhjANTk;Month-to-month;88.25;2018-11-01;2020-04-01;1
0378-TOVMS;Female;0;No;No;No;Electronic check;KycPcyaV28;Month-to-month;85.8;2020-08-01;2020-11-01;1
0378-XSZPU;Male;0;Yes;No;No;Credit card (automatic);wAkRTHpdqj;One year;60.3;2015-10-01;2020-08-01;1
0379-DJQHR;Male;0;Yes;Yes;No;Credit card (automatic);6tcoYvRsh7;Two year;81.35;2014-06-01;;0
0380-NEAVX;Male;1;No;No;Yes;Electronic check;C7p6omn55B;One year;99.85;2017-03-01;;0
0380-ZCSBI;Male;0;No;No;No;Credit card (automatic);J56XiuUWfP;Month-to-month;20.0;2019-03-01;;0
0383-CLDDA;Female;0;No;No;Yes;Credit card (automatic);KPXeHeu5Td;Two year;85.35;2014-04-01;;0
0384-LPITE;Male;0;No;No;No;Credit card (automatic);HAztCRzY5C;One year;62.05;2016-09-01;;0
0384-RVBPI;Male;0;No;No;No;Credit card (automatic);Da9JfZnEUZ;Month-to-month;64.4;2018-05-01;;0
0386-CWRGM;Female;0;Yes;Yes;No;Mailed check;KvfkeZ4xWn;Two year;19.4;2016-03-01;;0
0388-EOPEX;Female;0;Yes;No;Yes;Electronic check;9isfw4FGg5;Month-to-month;74.4;2019-12-01;2020-02-01;1
0390-DCFDQ;Female;1;Yes;No;Yes;Mailed check;7NJWvVBB8y;Month-to-month;70.45;2020-11-01;2020-12-01;1
0392-BZIUW;Female;0;Yes;No;Yes;Credit card (automatic);4QWvEs9STq;Two year;105.0;2014-01-01;;0
0394-YONDK;Male;0;Yes;Yes;No;Credit card (automatic);3dybo2Swdj;Two year;25.15;2014-03-01;;0
0396-HUJBP;Female;0;No;No;No;Mailed check;GJKP5T9srv;Month-to-month;19.3;2019-11-01;;0
0396-UKGAI;Male;0;No;Yes;Yes;Bank transfer (automatic);Df5CQVjJF6;Month-to-month;55.3;2018-02-01;;0
0396-YCHWO;Male;0;Yes;No;Yes;Electronic check;yvxwJqhP3k;Month-to-month;95.4;2017-01-01;;0
0397-GZBBC;Male;1;Yes;No;Yes;Bank transfer (automatic);5i3BVRYxJt;Month-to-month;93.85;2015-09-01;2020-08-01;1
0397-ZXWQF;Male;0;No;No;No;Bank transfer (automatic);Gx5PjKqN4d;Two year;20.5;2014-06-01;;0
0401-WDBXM;Male;0;Yes;Yes;Yes;Bank transfer (automatic);iv7QRrzumG;Two year;105.55;2014-01-01;;0
0402-CQAJN;Female;0;No;No;Yes;Bank transfer (automatic);CtaAkQ5thN;Month-to-month;101.9;2017-02-01;2020-03-01;1
0402-OAMEN;Female;0;Yes;Yes;No;Bank transfer (automatic);KEgBRe4mc6;Two year;24.45;2014-01-01;;0
0404-AHASP;Male;0;Yes;No;No;Credit card (automatic);5fttUPwPps;Two year;19.7;2014-01-01;;0
0404-SWRVG;Male;0;No;No;Yes;Electronic check;35CDfHEFac;Month-to-month;74.4;2020-07-01;2020-10-01;1
0406-BPDVR;Female;1;Yes;No;Yes;Credit card (automatic);EobUx3hcr9;One year;101.5;2015-12-01;2020-06-01;1
0407-BDJKB;Male;0;Yes;No;Yes;Electronic check;FeT56KqDV4;Month-to-month;95.75;2015-07-01;2020-07-01;1
0409-WTMPL;Female;0;Yes;No;Yes;Credit card (automatic);63RKNGyjMz;One year;110.65;2015-03-01;;0
0410-IPFTY;Female;0;Yes;No;Yes;Bank transfer (automatic);KVHxPBx3qQ;Month-to-month;83.85;2017-06-01;;0
0411-EZJZE;Female;0;No;No;Yes;Electronic check;DQYteMD6Ve;Month-to-month;60.25;2019-10-01;;0
0412-UCCNP;Male;0;No;No;Yes;Electronic check;BHTmj7thpf;Two year;59.2;2015-06-01;;0
0415-MOSGF;Female;0;No;No;No;Mailed check;GKqQ8ttJwg;Month-to-month;44.4;2020-11-01;2020-12-01;1
0419-YAAPX;Male;0;Yes;No;Yes;Credit card (automatic);CuLS5KzkoA;Month-to-month;85.3;2015-12-01;;0
0420-BWTPW;Male;0;No;Yes;No;Mailed check;3JVVKKarbd;Month-to-month;25.5;2019-06-01;2020-02-01;1
0420-HLGXF;Female;1;No;No;Yes;Electronic check;4oNPjWhd22;Month-to-month;99.75;2016-10-01;;0
0420-TXVSG;Male;0;Yes;No;Yes;Credit card (automatic);KNut8Apn3e;Two year;66.1;2014-07-01;;0
0422-OHQHQ;Female;0;Yes;Yes;No;Mailed check;E4s2fVBexE;One year;20.55;2018-10-01;;0
0422-UXFAP;Female;0;Yes;No;Yes;Electronic check;3K46DQVU5j;One year;98.85;2015-10-01;;0
0423-UDIJQ;Male;1;No;No;No;Mailed check;9fh5Bv9iJu;Month-to-month;49.2;2019-04-01;;0
0426-TIRNE;Female;0;No;No;No;Mailed check;46Lfr8Ckv7;Month-to-month;20.9;2020-04-01;2020-05-01;1
0428-AXXLJ;Male;0;No;No;Yes;Bank transfer (automatic);4w5jGVTBuU;One year;19.5;2017-12-01;;0
0428-IKYCP;Male;0;Yes;No;Yes;Bank transfer (automatic);8n68rg8r93;Month-to-month;87.0;2018-03-01;;0
0430-IHCDJ;Male;0;No;No;Yes;Electronic check;DEDAoThiDx;Month-to-month;49.0;2018-10-01;;0
0431-APWVY;Female;0;Yes;Yes;Yes;Bank transfer (automatic);6S7ZWNXBYU;One year;90.1;2018-04-01;2020-08-01;1
0432-CAJZV;Male;0;No;No;No;Mailed check;FRh3pQEqFN;Month-to-month;90.7;2019-10-01;;0
0434-CSFON;Female;0;Yes;No;Yes;Electronic check;GeYUtgV3vv;Month-to-month;100.5;2016-02-01;;0
0436-TWFFZ;Female;0;No;No;Yes;Mailed check;BsBH6ZjH5K;Two year;85.25;2014-06-01;;0
0439-IFYUN;Female;1;No;No;Yes;Electronic check;HEaK27q46X;Month-to-month;74.7;2018-07-01;;0
0440-EKDCF;Male;0;Yes;No;Yes;Credit card (automatic);Gov5KCHycM;Two year;60.15;2014-11-01;;0
0440-MOGPM;Female;0;No;No;Yes;Electronic check;AsE89vdAWA;One year;80.55;2016-08-01;;0
0440-QEXBZ;Female;0;No;No;Yes;Mailed check;HtdAsUk8v2;Month-to-month;50.15;2016-05-01;;0
0440-UEDAI;Female;0;No;No;Yes;Credit card (automatic);GsuagMGqih;One year;94.45;2015-08-01;;0
0442-TDYUO;Male;0;Yes;No;Yes;Mailed check;FoiiuUnD3q;Two year;20.05;2016-01-01;;0
0442-ZXKVS;Female;1;Yes;No;Yes;Bank transfer (automatic);5ZVdrLFGJe;One year;115.6;2015-07-01;;0
0447-BEMNG;Female;0;Yes;No;Yes;Bank transfer (automatic);83KvQzHvDu;Month-to-month;45.3;2016-09-01;2020-09-01;1
0447-RXSGD;Male;0;No;No;Yes;Bank transfer (automatic);5uLiAEc6nR;Month-to-month;99.65;2018-01-01;;0
0454-OKRCT;Male;0;No;No;No;Bank transfer (automatic);5ANo4bbhwn;Two year;80.6;2017-04-01;;0
0455-ENTCR;Male;0;Yes;No;No;Electronic check;HBm4qYuQyd;Two year;85.25;2014-07-01;;0
0455-XFASS;Female;0;Yes;Yes;Yes;Electronic check;AZyQaKdfRx;Month-to-month;69.55;2019-10-01;;0
0458-HEUZG;Female;0;No;No;No;Mailed check;3v5Qsrs3HF;Two year;35.4;2018-12-01;;0
0459-SPZHJ;Male;0;Yes;Yes;No;Credit card (automatic);4v7Ri9ostm;Two year;83.5;2014-10-01;;0
0461-CVKMU;Female;0;Yes;Yes;No;Electronic check;3xkYLhaFTz;Month-to-month;83.8;2018-11-01;2020-10-01;1
0463-TXOAK;Male;0;No;Yes;No;Credit card (automatic);6YPXNrBN57;Two year;25.6;2015-09-01;;0
0463-WZZKO;Male;0;No;No;Yes;Credit card (automatic);KkDoPNpicF;Month-to-month;20.75;2019-10-01;;0
0463-ZSDNT;Male;0;No;No;Yes;Bank transfer (automatic);FXQ6runrQs;Month-to-month;56.75;2019-03-01;;0
0464-WJTKO;Female;0;Yes;Yes;No;Bank transfer (automatic);H3vKtgedsz;Two year;20.1;2014-01-01;;0
0468-YRPXN;Male;0;No;No;Yes;Credit card (automatic);8fKYV3dcBG;Month-to-month;98.8;2017-08-01;;0
0471-ARVMX;Female;1;Yes;No;Yes;Electronic check;DrNYmouGV7;One year;104.85;2014-11-01;;0
0471-LVHGK;Male;0;Yes;No;Yes;Electronic check;3EhRhAkfxs;One year;73.0;2017-06-01;2020-11-01;1
0475-RIJEP;Male;0;No;No;Yes;Electronic check;GV6cAddWgF;Month-to-month;77.85;2017-02-01;2020-09-01;1
0479-HMSWA;Female;0;No;Yes;Yes;Electronic check;5MZ3RHGzoD;Two year;105.45;2017-11-01;;0
0480-BIXDE;Female;0;Yes;No;Yes;Electronic check;CB3FtVLLWf;Month-to-month;96.8;2018-06-01;;0
0480-KYJVA;Female;0;Yes;Yes;No;Credit card (automatic);6J43Yc2jNR;Two year;24.25;2014-01-01;;0
0481-SUMCB;Female;1;No;No;Yes;Bank transfer (automatic);HvfduWNmpJ;One year;102.15;2016-04-01;;0
0484-FFVBJ;Male;0;No;No;Yes;Bank transfer (automatic);DWWvCd55QE;One year;64.85;2017-05-01;;0
0484-JPBRU;Male;0;No;No;Yes;Bank transfer (automatic);3HHeZ7MCgG;Month-to-month;25.25;2016-08-01;;0
0485-ZBSLN;Male;0;Yes;Yes;No;Credit card (automatic);9MAYSVMGeg;Two year;24.75;2014-08-01;;0
0486-HECZI;Male;0;Yes;No;Yes;Electronic check;6cXpbVixLw;Month-to-month;96.75;2015-06-01;2020-01-01;1
0486-LGCCH;Male;0;Yes;Yes;No;Mailed check;JBgewWf9TP;Two year;19.65;2019-02-01;;0
0487-CRLZF;Female;0;No;No;Yes;Bank transfer (automatic);GNs7KncxhP;Two year;74.45;2015-12-01;;0
0487-RPVUM;Male;0;Yes;No;No;Bank transfer (automatic);36sfAeSoT6;Month-to-month;99.4;2014-12-01;;0
0487-VVUVK;Male;0;Yes;Yes;Yes;Mailed check;79444Ju6Pk;Month-to-month;19.15;2017-12-01;;0
0488-GSLFR;Female;0;No;No;Yes;Electronic check;9qZeSUBRHF;Month-to-month;69.5;2020-06-01;2020-07-01;1
0489-WMEMG;Female;0;No;Yes;Yes;Electronic check;58d4bzfZGt;One year;49.45;2018-02-01;;0
0491-KAPQG;Male;0;No;No;Yes;Electronic check;ff4ntt8Gt2;Month-to-month;73.7;2018-04-01;;0
0495-RVCBF;Female;0;No;No;Yes;Electronic check;38o8v3et9t;Month-to-month;79.7;2020-04-01;2020-05-01;1
0495-ZBNGW;Male;1;Yes;No;Yes;Bank transfer (automatic);68RwWpF5CY;Month-to-month;79.9;2020-05-01;2020-10-01;1
0496-AHOOK;Male;0;Yes;No;No;Bank transfer (automatic);HPeZyAzZNv;One year;74.4;2018-01-01;;0
0504-HHAPI;Female;1;No;No;No;Credit card (automatic);3x934SPK6L;Month-to-month;88.3;2018-01-01;2020-04-01;1
0505-SPOOW;Female;0;Yes;No;No;Bank transfer (automatic);8iJnjhnFtT;Two year;19.8;2014-03-01;;0
0506-LVNGN;Female;1;No;No;Yes;Credit card (automatic);4odvesRPET;Month-to-month;75.55;2019-12-01;2020-05-01;1
0506-YLVKJ;Male;0;Yes;Yes;Yes;Mailed check;8cnE5JJmRp;Two year;20.2;2016-03-01;;0
0508-OOLTO;Female;0;Yes;Yes;Yes;Electronic check;7MZTuac9ek;Month-to-month;71.65;2019-11-01;;0
0508-SQWPL;Female;0;Yes;Yes;Yes;Bank transfer (automatic);4RhucA5DvT;Two year;20.1;2015-04-01;;0
0511-JTEOY;Female;0;No;No;No;Mailed check;JfnNM37HP5;Month-to-month;71.1;2020-02-01;2020-03-01;1
0512-FLFDW;Female;1;Yes;No;Yes;Credit card (automatic);EfTAkRZYa8;One year;100.5;2015-01-01;;0
0513-RBGPE;Male;0;Yes;Yes;Yes;Credit card (automatic);KukjHQVLQE;Two year;62.8;2016-12-01;;0
0515-YPMCW;Male;0;No;Yes;Yes;Mailed check;AtsidkxKDr;Month-to-month;70.45;2020-07-01;2020-08-01;1
0516-OOHAR;Male;0;Yes;Yes;No;Bank transfer (automatic);9hu4VsWzBb;One year;100.35;2017-09-01;;0
0516-QREYC;Female;1;No;No;Yes;Mailed check;79j3CECmo4;Month-to-month;20.3;2018-01-01;;0
0516-UXRMT;Female;0;No;No;Yes;Electronic check;Ekfvfcio5w;One year;92.05;2014-11-01;;0
0516-VRYBW;Female;0;No;Yes;No;Bank transfer (automatic);hNcqucJ6xM;One year;20.15;2019-04-01;2020-10-01;1
0516-WJVXC;Female;0;No;No;No;Electronic check;KQwFvje58b;Month-to-month;54.2;2019-10-01;2020-03-01;1
0519-DRGTI;Female;0;Yes;Yes;No;Mailed check;9U8KoHbkTq;Month-to-month;20.35;2018-05-01;;0
0519-XUZJU;Female;0;No;No;No;Mailed check;J2oBYheCuA;Month-to-month;70.75;2020-09-01;2020-10-01;1
0520-FDVVT;Male;0;No;No;Yes;Bank transfer (automatic);H9U3MpdMqb;One year;102.35;2017-12-01;2020-11-01;1
0523-VNGTF;Female;1;No;No;Yes;Electronic check;64qyVqcbR4;Month-to-month;50.5;2015-09-01;;0
0524-IAVZO;Female;0;Yes;No;Yes;Electronic check;FjNY6Mq7w3;Month-to-month;85.0;2017-10-01;2020-04-01;1
0526-SXDJP;Male;0;Yes;No;No;Bank transfer (automatic);DdrQVsmKfM;Two year;42.1;2014-01-01;;0
0529-ONKER;Male;1;No;No;No;Electronic check;EABqyATPSt;Month-to-month;75.65;2019-01-01;2020-04-01;1
0530-IJVDB;Male;0;No;Yes;Yes;Electronic check;GC2nVK7UzW;Two year;114.6;2014-03-01;;0
0531-XBKMM;Male;0;No;Yes;No;Bank transfer (automatic);JppHRp6jKA;Two year;65.7;2014-07-01;;0
0531-ZZJWQ;Male;1;Yes;No;Yes;Electronic check;6pww9RKVET;Month-to-month;74.0;2015-06-01;;0
0533-BNWKF;Female;1;Yes;No;Yes;Electronic check;9XbMxGVqpm;Month-to-month;85.45;2015-09-01;2020-04-01;1
0533-UCAAU;Male;1;Yes;No;Yes;Credit card (automatic);CbKTJMRhev;One year;71.1;2015-04-01;;0
0536-ACXIP;Female;0;Yes;No;Yes;Electronic check;qNkDtvmWAW;Two year;109.55;2014-01-01;;0
0536-BGFMZ;Female;0;Yes;No;No;Mailed check;AfUiXvnstp;Month-to-month;20.5;2017-09-01;;0
0536-ESJEP;Male;0;Yes;No;Yes;Bank transfer (automatic);Huvb6JUxDT;Two year;74.55;2015-07-01;;0
0537-QYZZN;Male;1;Yes;Yes;Yes;Electronic check;GvP7DYBYG8;Month-to-month;79.85;2018-01-01;;0
0541-FITGH;Female;0;Yes;No;Yes;Mailed check;CMVHBGFJrn;Month-to-month;62.15;2019-11-01;;0
0547-HURJB;Male;0;No;Yes;No;Credit card (automatic);5ituif8xGF;Month-to-month;21.05;2019-01-01;;0
0549-CYCQN;Male;1;No;No;Yes;Bank transfer (automatic);5zNNKtpkw7;One year;79.6;2015-10-01;;0
0550-DCXLH;Male;0;No;No;No;Mailed check;6SiuDgU827;Month-to-month;73.35;2018-12-01;;0
0556-FJEGU;Male;0;No;No;No;Bank transfer (automatic);JQ55RH5JRk;Two year;70.1;2015-03-01;;0
0557-ASKVU;Female;0;Yes;Yes;Yes;Credit card (automatic);Ga7xTv3kR9;One year;54.4;2018-07-01;;0
0559-CKHUS;Female;0;Yes;No;Yes;Mailed check;ELkQAUwjMB;Two year;19.55;2017-08-01;;0
0562-FGDCR;Female;0;Yes;Yes;No;Mailed check;5UbME4X9r7;Two year;74.55;2014-01-01;;0
0562-HKHML;Male;0;Yes;Yes;No;Credit card (automatic);DNbsQNjd4d;Two year;23.9;2014-02-01;;0
0562-KBDVM;Female;0;No;No;Yes;Bank transfer (automatic);9Rvq5CBbBx;Two year;44.6;2014-03-01;;0
0564-JJHGS;Male;0;No;No;Yes;Electronic check;37fhhp67Jw;Month-to-month;95.5;2019-05-01;2020-02-01;1
0564-MUUQK;Female;0;Yes;Yes;Yes;Bank transfer (automatic);54caeTf5WW;Month-to-month;95.5;2018-05-01;;0
0565-IYCGT;Male;0;No;No;Yes;Credit card (automatic);9M72WsVgGz;One year;78.6;2014-05-01;2020-02-01;1
0565-JUPYD;Male;0;No;No;No;Credit card (automatic);C4vvMbxeDZ;One year;104.5;2014-10-01;;0
0567-GGCAC;Female;0;No;No;No;Electronic check;GBdGtZNWMk;Month-to-month;61.4;2019-06-01;;0
0567-XRHCU;Female;0;Yes;Yes;Yes;Credit card (automatic);DPmYiGtBXQ;Two year;43.95;2014-04-01;;0
0568-ONFPC;Male;0;Yes;Yes;Yes;Bank transfer (automatic);hCJEtfmBkf;Month-to-month;25.9;2019-09-01;2020-02-01;1
0570-BFQHT;Female;0;No;No;No;Electronic check;42u3iPThfc;Month-to-month;80.55;2019-04-01;;0
0572-ZJKLT;Female;0;Yes;Yes;No;Mailed check;6NVbLALCLB;Two year;99.65;2016-03-01;;0
0575-CUQOV;Male;1;Yes;No;Yes;Electronic check;HGVC2PdTdu;One year;97.95;2015-01-01;;0
0576-WNXXC;Male;1;Yes;No;Yes;Electronic check;G6unzz4CK8;Month-to-month;95.55;2018-06-01;2020-09-01;1
0577-WHMEV;Female;0;Yes;No;No;Electronic check;GoNq55P8Nd;Month-to-month;90.7;2018-09-01;;0
0578-SKVMF;Female;0;Yes;Yes;No;Electronic check;5znB9Ns9Nk;Month-to-month;83.3;2018-03-01;2020-01-01;1
0580-PIQHM;Female;0;Yes;Yes;Yes;Bank transfer (automatic);BfxPTwNjy4;One year;101.6;2016-08-01;;0
0581-BXBUB;Female;1;No;No;No;Electronic check;Fokie6qcUf;Month-to-month;72.75;2019-09-01;;0
0581-MDMPW;Female;0;No;No;Yes;Credit card (automatic);BXQXmuSFf3;Month-to-month;88.95;2018-01-01;;0
0582-AVCLN;Female;0;No;No;No;Mailed check;ApAFxW4cAJ;Two year;20.3;2016-11-01;;0
0584-BJQGZ;Female;0;No;No;Yes;Bank transfer (automatic);BuvfBadwHJ;Month-to-month;78.35;2017-12-01;;0
0585-EGDDA;Male;0;Yes;No;Yes;Electronic check;6euQmDX9CT;Month-to-month;80.0;2016-09-01;;0
0587-DMGBH;Female;0;No;No;Yes;Electronic check;BrLy9T3pYW;Month-to-month;49.85;2019-11-01;2020-07-01;1
0594-UFTUL;Male;0;Yes;Yes;Yes;Mailed check;7nK5qmhYPK;Month-to-month;19.85;2018-12-01;;0
0595-ITUDF;Male;0;Yes;Yes;Yes;Electronic check;KXdLiGFLaf;Month-to-month;91.8;2014-09-01;;0
0596-BQCEQ;Female;0;Yes;Yes;Yes;Electronic check;KzLApJ8Ani;Month-to-month;100.15;2014-11-01;2020-01-01;1
0599-XNYDO;Female;0;Yes;No;Yes;Bank transfer (automatic);HPwGvbCNAa;Month-to-month;69.8;2018-05-01;;0
0601-WZHJF;Male;0;Yes;No;No;Electronic check;HzVN9CAdHE;Month-to-month;46.35;2019-08-01;2020-10-01;1
0602-DDUML;Female;0;No;No;No;Mailed check;9nPiLz9hjM;Two year;69.75;2015-04-01;;0
0603-OLQDC;Male;0;No;Yes;Yes;Mailed check;7SPYvQNVm4;Month-to-month;69.85;2019-01-01;;0
0603-TPMIB;Female;0;Yes;Yes;No;Mailed check;FreHKSAvMi;Two year;25.45;2015-02-01;;0
0604-THJFP;Female;0;Yes;Yes;Yes;Credit card (automatic);JgA8JXXWYm;Two year;75.95;2015-02-01;;0
0607-DAAHE;Male;0;No;Yes;No;Bank transfer (automatic);6JrxKHuSP7;Two year;19.75;2016-01-01;2020-06-01;1
0607-MVMGC;Male;0;Yes;Yes;No;Credit card (automatic);4fxh5o8qRU;One year;78.75;2016-04-01;;0
0608-JDVEC;Male;0;Yes;No;No;Electronic check;3uUgMBSdfo;Two year;19.8;2015-11-01;;0
0611-DFXKO;Male;0;Yes;No;Yes;Mailed check;BJMUmgfphk;Month-to-month;89.0;2019-03-01;2020-11-01;1
0612-RTZZA;Female;1;No;No;No;Electronic check;7qagthPWHr;Month-to-month;25.25;2020-04-01;2020-05-01;1
0613-WUXUM;Female;0;Yes;Yes;Yes;Mailed check;49ddLRkGEQ;Two year;19.2;2014-03-01;;0
0616-ATFGB;Male;1;Yes;No;No;Electronic check;BKJBjAnfgE;Month-to-month;25.05;2020-09-01;2020-10-01;1
0617-AQNWT;Female;0;Yes;No;No;Electronic check;Tc6ZmEh8nQ;Two year;47.85;2015-07-01;2020-11-01;1
0617-FHSGK;Male;0;No;Yes;No;Credit card (automatic);7Yoy8TvK4U;Month-to-month;75.2;2016-02-01;2020-03-01;1
0618-XWMSS;Male;0;No;Yes;Yes;Bank transfer (automatic);4seVNggUH2;Month-to-month;74.9;2018-01-01;2020-05-01;1
0619-OLYUR;Male;0;Yes;No;Yes;Credit card (automatic);365gedHZEQ;Two year;111.9;2014-01-01;;0
0620-DLSLK;Female;0;No;No;Yes;Mailed check;8YcuTogfxx;Month-to-month;81.9;2018-12-01;;0
0620-XEFWH;Male;0;Yes;Yes;No;Mailed check;AoMtwjHk94;Month-to-month;18.85;2019-09-01;;0
0621-CXBKL;Female;0;No;No;No;Mailed check;6HJSA6WiXf;Two year;18.7;2015-08-01;;0
0621-HJWXJ;Female;0;Yes;No;Yes;Bank transfer (automatic);E7WfVGAEzb;Month-to-month;81.55;2014-10-01;;0
0621-JFHOL;Female;0;No;No;Yes;Mailed check;3xPW8rbBMD;Two year;29.6;2019-03-01;;0
0621-TSSMU;Male;0;Yes;No;No;Credit card (automatic);3Q4cYw2VMF;One year;19.95;2015-05-01;;0
0621-TWIEM;Male;0;No;No;Yes;Electronic check;9Vrq8QY6z4;Month-to-month;45.55;2019-06-01;2020-04-01;1
0623-EJQEG;Male;0;No;No;No;Electronic check;6RzhFCjsyt;One year;93.55;2014-08-01;;0
0623-GDISB;Female;0;No;No;Yes;Bank transfer (automatic);F9ezRzWzK9;Month-to-month;48.45;2019-12-01;;0
0623-IIHUG;Female;1;No;No;Yes;Electronic check;4WTATm9Mca;Month-to-month;41.9;2018-12-01;2020-09-01;1
0625-AFOHS;Female;0;Yes;Yes;No;Mailed check;6Qq9FYxf3X;Two year;20.2;2017-08-01;;0
0626-QXNGV;Female;0;Yes;No;Yes;Credit card (automatic);6VzKEc9Wej;Two year;24.15;2014-01-01;;0
0628-CNQRM;Male;0;Yes;Yes;Yes;Bank transfer (automatic);7gwFnMsPAZ;One year;67.5;2018-09-01;2020-07-01;1
0634-SZPQA;Female;0;No;No;Yes;Bank transfer (automatic);6RoTxuv3iU;Month-to-month;90.05;2018-07-01;2020-06-01;1
0635-WKOLD;Male;0;Yes;No;No;Credit card (automatic);B3XATY8b9r;One year;70.75;2016-09-01;;0
0637-KVDLV;Male;0;No;No;Yes;Electronic check;D4BQsU7mHY;Month-to-month;76.5;2020-05-01;2020-07-01;1
0637-UBJRP;Male;0;Yes;Yes;No;Electronic check;A85nswBGEg;Month-to-month;84.05;2019-03-01;2020-04-01;1
0637-YLETY;Female;0;No;No;Yes;Credit card (automatic);AU6yqJzCQE;Month-to-month;95.6;2018-09-01;2020-01-01;1
0639-TSIQW;Female;0;No;No;Yes;Credit card (automatic);9ESLbk7DXv;Month-to-month;102.95;2015-03-01;2020-10-01;1
0640-YJTPY;Male;0;Yes;Yes;No;Bank transfer (automatic);Ch2MLZxbgK;Two year;21.0;2014-01-01;;0
0641-EVBOJ;Male;0;No;No;Yes;Mailed check;JP8u6FVbKY;Month-to-month;82.3;2019-10-01;;0
0643-OKLRP;Female;1;Yes;No;No;Electronic check;JidkB969rL;Month-to-month;80.35;2016-09-01;2020-08-01;1
0644-OQMDK;Male;1;No;No;Yes;Electronic check;KVGhuWcvBn;Month-to-month;70.65;2019-09-01;;0
0650-BWOZN;Female;1;No;No;Yes;Electronic check;GrMf4HNxjG;Month-to-month;73.55;2018-07-01;;0
